protein_id	matrixdb_ecm	matrisome_category	matrisome_subcategory	dataset	interaction_count
W5NXH1	True			UniProtKB unreviewed (TrEMBL)	0
W5NXJ3	True			UniProtKB unreviewed (TrEMBL)	0
W5NZH5	True			UniProtKB unreviewed (TrEMBL)	0
W5P0U9	True			UniProtKB unreviewed (TrEMBL)	0
W5P2E4	True			UniProtKB unreviewed (TrEMBL)	0
W5P394	True			UniProtKB unreviewed (TrEMBL)	0
W5P3A6	True			UniProtKB unreviewed (TrEMBL)	0
W5P3Y8	True			UniProtKB unreviewed (TrEMBL)	0
W5P403	True			UniProtKB unreviewed (TrEMBL)	0
W5P481	True			UniProtKB unreviewed (TrEMBL)	0
W5P4H2	True			UniProtKB unreviewed (TrEMBL)	0
W5P4T2	True			UniProtKB unreviewed (TrEMBL)	0
W5P4T6	True			UniProtKB unreviewed (TrEMBL)	0
W5P4W8	True			UniProtKB unreviewed (TrEMBL)	0
W5P4X6	True			UniProtKB unreviewed (TrEMBL)	0
W5P571	True			UniProtKB unreviewed (TrEMBL)	0
W5P5T4	True			UniProtKB unreviewed (TrEMBL)	0
W5P7X5	True			UniProtKB unreviewed (TrEMBL)	0
W5P7Y6	True			UniProtKB unreviewed (TrEMBL)	0
W5P821	True			UniProtKB unreviewed (TrEMBL)	0
W5P8W4	True			UniProtKB unreviewed (TrEMBL)	0
W5P8W6	True			UniProtKB unreviewed (TrEMBL)	0
W5P964	True			UniProtKB unreviewed (TrEMBL)	0
W5PAB8	True			UniProtKB unreviewed (TrEMBL)	0
W5PAF6	True			UniProtKB unreviewed (TrEMBL)	0
W5PCI3	True			UniProtKB unreviewed (TrEMBL)	0
W5PD32	True			UniProtKB unreviewed (TrEMBL)	0
W5PDE4	True			UniProtKB unreviewed (TrEMBL)	0
W5PEJ5	True			UniProtKB unreviewed (TrEMBL)	0
W5PEX9	True			UniProtKB unreviewed (TrEMBL)	0
W5PFV8	True			UniProtKB unreviewed (TrEMBL)	0
W5PG46	True			UniProtKB unreviewed (TrEMBL)	0
W5PG55	True			UniProtKB unreviewed (TrEMBL)	0
W5PGE2	True			UniProtKB unreviewed (TrEMBL)	0
W5PGQ6	True			UniProtKB unreviewed (TrEMBL)	0
W5PHB1	True			UniProtKB unreviewed (TrEMBL)	0
W5PHY7	True			UniProtKB unreviewed (TrEMBL)	0
W5PI33	True			UniProtKB unreviewed (TrEMBL)	0
W5PJ42	True			UniProtKB unreviewed (TrEMBL)	0
W5PK03	True			UniProtKB unreviewed (TrEMBL)	0
W5PLL6	True			UniProtKB unreviewed (TrEMBL)	0
W5PLM6	True			UniProtKB unreviewed (TrEMBL)	0
W5PMM6	True			UniProtKB unreviewed (TrEMBL)	0
W5PPT8	True			UniProtKB unreviewed (TrEMBL)	0
W5PQH3	True			UniProtKB unreviewed (TrEMBL)	0
W5PRG8	True			UniProtKB unreviewed (TrEMBL)	0
W5PS69	True			UniProtKB unreviewed (TrEMBL)	0
W5PSL3	True			UniProtKB unreviewed (TrEMBL)	0
W5PTH0	True			UniProtKB unreviewed (TrEMBL)	0
W5PV85	True			UniProtKB unreviewed (TrEMBL)	0
W5PVK9	True			UniProtKB unreviewed (TrEMBL)	0
W5PVN8	True			UniProtKB unreviewed (TrEMBL)	0
W5PW21	True			UniProtKB unreviewed (TrEMBL)	0
W5PX53	True			UniProtKB unreviewed (TrEMBL)	0
W5PZA5	True			UniProtKB unreviewed (TrEMBL)	0
W5PZF0	True			UniProtKB unreviewed (TrEMBL)	0
W5PZW6	True			UniProtKB unreviewed (TrEMBL)	0
W5PZW8	True			UniProtKB unreviewed (TrEMBL)	0
W5PZX2	True			UniProtKB unreviewed (TrEMBL)	0
W5Q0G4	True			UniProtKB unreviewed (TrEMBL)	0
W5Q0N4	True			UniProtKB unreviewed (TrEMBL)	0
W5Q4Q3	True			UniProtKB unreviewed (TrEMBL)	0
W5Q5Q6	True			UniProtKB unreviewed (TrEMBL)	0
W5Q6H0	True			UniProtKB unreviewed (TrEMBL)	0
W5Q737	True			UniProtKB unreviewed (TrEMBL)	0
W5Q821	True			UniProtKB unreviewed (TrEMBL)	0
W5Q8Z9	True			UniProtKB unreviewed (TrEMBL)	0
W5QC65	True			UniProtKB unreviewed (TrEMBL)	0
W5QDJ6	True			UniProtKB unreviewed (TrEMBL)	0
W5QEE1	True			UniProtKB unreviewed (TrEMBL)	0
W5QEN9	True			UniProtKB unreviewed (TrEMBL)	0
W5QFX6	True			UniProtKB unreviewed (TrEMBL)	0
W5QJ74	True			UniProtKB unreviewed (TrEMBL)	0
W5QJA1	True			UniProtKB unreviewed (TrEMBL)	0
A0A0D4L576	True			UniProtKB unreviewed (TrEMBL)	0
A0A0M4PKE8	True			UniProtKB unreviewed (TrEMBL)	0
A0A0S1TQ27	True			UniProtKB unreviewed (TrEMBL)	0
A0A173G4Q1	True			UniProtKB unreviewed (TrEMBL)	0
A0A2P1BXU7	True			UniProtKB unreviewed (TrEMBL)	0
A0A2U8URK1	True			UniProtKB unreviewed (TrEMBL)	0
A0A2U9ZXF9	True			UniProtKB unreviewed (TrEMBL)	0
A0A2U9ZXG2	True			UniProtKB unreviewed (TrEMBL)	0
A0A482KKJ1	True			UniProtKB unreviewed (TrEMBL)	0
A0A4P8JDD7	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3CY62	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3E1Q0	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3E4U4	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3E5E0	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3E759	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3EBB2	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3EE32	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3EET8	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3EGV0	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3EKH6	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3EMX2	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3EQJ2	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3TFV4	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3TLB0	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3TW04	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3TWI2	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3YL98	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3YTH4	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P7DEZ7	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P7DNQ8	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P7DVQ8	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P7E2X7	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P7ENN4	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P7ETB5	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZN68	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZNT3	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZRN7	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZTX1	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZU68	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZUE8	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZVN1	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZWC2	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZWH9	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZX46	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZXS5	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZXZ0	True			UniProtKB unreviewed (TrEMBL)	0
A0A836A043	True			UniProtKB unreviewed (TrEMBL)	0
A0A836A292	True			UniProtKB unreviewed (TrEMBL)	0
A0A836A2X4	True			UniProtKB unreviewed (TrEMBL)	0
A0A836A3A4	True			UniProtKB unreviewed (TrEMBL)	0
A0A836A4Z5	True			UniProtKB unreviewed (TrEMBL)	0
A0A836A617	True			UniProtKB unreviewed (TrEMBL)	0
A0A836A716	True			UniProtKB unreviewed (TrEMBL)	0
A0A836A7V4	True			UniProtKB unreviewed (TrEMBL)	0
A0A836AC49	True			UniProtKB unreviewed (TrEMBL)	0
A0A836ADT9	True			UniProtKB unreviewed (TrEMBL)	0
A0A836AF71	True			UniProtKB unreviewed (TrEMBL)	0
A0A836AHQ9	True			UniProtKB unreviewed (TrEMBL)	0
A0A836AKV2	True			UniProtKB unreviewed (TrEMBL)	0
A0A836AL89	True			UniProtKB unreviewed (TrEMBL)	0
A0A836ALL5	True			UniProtKB unreviewed (TrEMBL)	0
A0A836CSF4	True			UniProtKB unreviewed (TrEMBL)	0
A0A836CUC0	True			UniProtKB unreviewed (TrEMBL)	0
A0A836CUJ7	True			UniProtKB unreviewed (TrEMBL)	0
A0A836CVL4	True			UniProtKB unreviewed (TrEMBL)	0
A0A836CVM0	True			UniProtKB unreviewed (TrEMBL)	0
A0A836CWA1	True			UniProtKB unreviewed (TrEMBL)	0
A0A836CZQ2	True			UniProtKB unreviewed (TrEMBL)	0
A0A836D250	True			UniProtKB unreviewed (TrEMBL)	0
A0A836D394	True			UniProtKB unreviewed (TrEMBL)	0
A0A836D3A5	True			UniProtKB unreviewed (TrEMBL)	0
A0A836D3M6	True			UniProtKB unreviewed (TrEMBL)	0
A0A836D3P3	True			UniProtKB unreviewed (TrEMBL)	0
A0A836D4W4	True			UniProtKB unreviewed (TrEMBL)	0
A0A836D6V0	True			UniProtKB unreviewed (TrEMBL)	0
A0A836D7R0	True			UniProtKB unreviewed (TrEMBL)	0
A0A836D9E9	True			UniProtKB unreviewed (TrEMBL)	0
A0A836D9J8	True			UniProtKB unreviewed (TrEMBL)	0
A0A8E5BD90	True			UniProtKB unreviewed (TrEMBL)	0
A0A8E5BE55	True			UniProtKB unreviewed (TrEMBL)	0
A0A8E5BG43	True			UniProtKB unreviewed (TrEMBL)	0
A0A8E5BGS1	True			UniProtKB unreviewed (TrEMBL)	0
A0N013	True			UniProtKB unreviewed (TrEMBL)	0
A0SWL8	True			UniProtKB unreviewed (TrEMBL)	0
A0SWM4	True			UniProtKB unreviewed (TrEMBL)	0
A0SWM6	True			UniProtKB unreviewed (TrEMBL)	0
A0SWS1	True			UniProtKB unreviewed (TrEMBL)	0
A2TEF1	True			UniProtKB unreviewed (TrEMBL)	0
A8DHW8	True			UniProtKB unreviewed (TrEMBL)	0
A9P556	True			UniProtKB unreviewed (TrEMBL)	0
B0LRN2	True			UniProtKB unreviewed (TrEMBL)	0
B0LRN5	True			UniProtKB unreviewed (TrEMBL)	0
B2KPH2	True			UniProtKB unreviewed (TrEMBL)	0
B5AN56	True			UniProtKB unreviewed (TrEMBL)	0
B6UV62	True			UniProtKB unreviewed (TrEMBL)	0
D2K8N8	True			UniProtKB unreviewed (TrEMBL)	0
E0A9E3	True			UniProtKB unreviewed (TrEMBL)	0
E1XUM5	True			UniProtKB unreviewed (TrEMBL)	0
E2IQA3	True			UniProtKB unreviewed (TrEMBL)	0
E2QBS9	True			UniProtKB unreviewed (TrEMBL)	0
G0ZSA5	True			UniProtKB unreviewed (TrEMBL)	0
H2AKX1	True			UniProtKB unreviewed (TrEMBL)	0
I1WXR3	True			UniProtKB unreviewed (TrEMBL)	0
I1WXR7	True			UniProtKB unreviewed (TrEMBL)	0
K4PF73	True			UniProtKB unreviewed (TrEMBL)	0
O19031	True			UniProtKB unreviewed (TrEMBL)	0
O19034	True			UniProtKB unreviewed (TrEMBL)	0
O77778	True			UniProtKB unreviewed (TrEMBL)	0
P79361	True			UniProtKB unreviewed (TrEMBL)	0
Q28567	True			UniProtKB unreviewed (TrEMBL)	0
Q30DP3	True			UniProtKB unreviewed (TrEMBL)	0
Q3HV73	True			UniProtKB unreviewed (TrEMBL)	0
Q3LUC2	True			UniProtKB unreviewed (TrEMBL)	0
Q3LUC5	True			UniProtKB unreviewed (TrEMBL)	0
Q5D4Q1	True			UniProtKB unreviewed (TrEMBL)	0
Q6TS34	True			UniProtKB unreviewed (TrEMBL)	0
Q71VN8	True			UniProtKB unreviewed (TrEMBL)	0
Q71VN9	True			UniProtKB unreviewed (TrEMBL)	0
T1W2K2	True			UniProtKB unreviewed (TrEMBL)	0
T1W3S3	True			UniProtKB unreviewed (TrEMBL)	0
U5YRS1	True			UniProtKB unreviewed (TrEMBL)	0
V5M3I9	True			UniProtKB unreviewed (TrEMBL)	0
W5NPK5	True			UniProtKB unreviewed (TrEMBL)	0
W5NPQ5	True			UniProtKB unreviewed (TrEMBL)	0
W5NQI1	True			UniProtKB unreviewed (TrEMBL)	0
W5NQW4	True			UniProtKB unreviewed (TrEMBL)	0
W5NR77	True			UniProtKB unreviewed (TrEMBL)	0
W5NRI4	True			UniProtKB unreviewed (TrEMBL)	0
W5NS55	True			UniProtKB unreviewed (TrEMBL)	0
W5NU00	True			UniProtKB unreviewed (TrEMBL)	0
W5NUA0	True			UniProtKB unreviewed (TrEMBL)	0
W5NUD6	True			UniProtKB unreviewed (TrEMBL)	0
W5NUU0	True			UniProtKB unreviewed (TrEMBL)	0
W5NV91	True			UniProtKB unreviewed (TrEMBL)	0
W5NWS7	True			UniProtKB unreviewed (TrEMBL)	0
W5P1K3	True			UniProtKB unreviewed (TrEMBL)	0
W5P1Y8	True			UniProtKB unreviewed (TrEMBL)	0
W5P240	True			UniProtKB unreviewed (TrEMBL)	0
W5P2E6	True			UniProtKB unreviewed (TrEMBL)	0
W5P2S1	True			UniProtKB unreviewed (TrEMBL)	0
W5P370	True			UniProtKB unreviewed (TrEMBL)	0
W5P379	True			UniProtKB unreviewed (TrEMBL)	0
W5P3C0	True			UniProtKB unreviewed (TrEMBL)	0
W5P3C5	True			UniProtKB unreviewed (TrEMBL)	0
W5P3D4	True			UniProtKB unreviewed (TrEMBL)	0
W5P3E1	True			UniProtKB unreviewed (TrEMBL)	0
W5P425	True			UniProtKB unreviewed (TrEMBL)	0
W5P426	True			UniProtKB unreviewed (TrEMBL)	0
W5P4N0	True			UniProtKB unreviewed (TrEMBL)	0
W5P6F4	True			UniProtKB unreviewed (TrEMBL)	0
W5P6U2	True			UniProtKB unreviewed (TrEMBL)	0
W5P7Y4	True			UniProtKB unreviewed (TrEMBL)	0
W5P820	True			UniProtKB unreviewed (TrEMBL)	0
W5P8K1	True			UniProtKB unreviewed (TrEMBL)	0
W5P8Q6	True			UniProtKB unreviewed (TrEMBL)	0
W5P8U6	True			UniProtKB unreviewed (TrEMBL)	0
W5P8V3	True			UniProtKB unreviewed (TrEMBL)	0
W5P8Y8	True			UniProtKB unreviewed (TrEMBL)	0
W5P9U7	True			UniProtKB unreviewed (TrEMBL)	0
W5PA35	True			UniProtKB unreviewed (TrEMBL)	0
W5PAA7	True			UniProtKB unreviewed (TrEMBL)	0
W5PAJ3	True			UniProtKB unreviewed (TrEMBL)	0
W5PBI7	True			UniProtKB unreviewed (TrEMBL)	0
W5PBQ5	True			UniProtKB unreviewed (TrEMBL)	0
W5PCE3	True			UniProtKB unreviewed (TrEMBL)	0
W5PDI7	True			UniProtKB unreviewed (TrEMBL)	0
W5PDW1	True			UniProtKB unreviewed (TrEMBL)	0
W5PDW4	True			UniProtKB unreviewed (TrEMBL)	0
W5PDX1	True			UniProtKB unreviewed (TrEMBL)	0
W5PEI4	True			UniProtKB unreviewed (TrEMBL)	0
W5PEK8	True			UniProtKB unreviewed (TrEMBL)	0
W5PEV2	True			UniProtKB unreviewed (TrEMBL)	0
W5PG34	True			UniProtKB unreviewed (TrEMBL)	0
W5PG35	True			UniProtKB unreviewed (TrEMBL)	0
W5PH03	True			UniProtKB unreviewed (TrEMBL)	0
W5PH34	True			UniProtKB unreviewed (TrEMBL)	0
W5PHA2	True			UniProtKB unreviewed (TrEMBL)	0
W5PHE3	True			UniProtKB unreviewed (TrEMBL)	0
W5PIH4	True			UniProtKB unreviewed (TrEMBL)	0
W5PJ86	True			UniProtKB unreviewed (TrEMBL)	0
W5PJZ9	True			UniProtKB unreviewed (TrEMBL)	0
W5PKF3	True			UniProtKB unreviewed (TrEMBL)	0
W5PM23	True			UniProtKB unreviewed (TrEMBL)	0
W5PMZ3	True			UniProtKB unreviewed (TrEMBL)	0
W5PNK9	True			UniProtKB unreviewed (TrEMBL)	0
W5PPQ0	True			UniProtKB unreviewed (TrEMBL)	0
W5PS99	True			UniProtKB unreviewed (TrEMBL)	0
W5PSD8	True			UniProtKB unreviewed (TrEMBL)	0
W5PSL8	True			UniProtKB unreviewed (TrEMBL)	0
W5PXS0	True			UniProtKB unreviewed (TrEMBL)	0
W5PZJ1	True			UniProtKB unreviewed (TrEMBL)	0
W5PZL4	True			UniProtKB unreviewed (TrEMBL)	0
W5Q0L2	True			UniProtKB unreviewed (TrEMBL)	0
W5Q0M0	True			UniProtKB unreviewed (TrEMBL)	0
W5Q3X5	True			UniProtKB unreviewed (TrEMBL)	0
W5Q452	True			UniProtKB unreviewed (TrEMBL)	0
W5Q486	True			UniProtKB unreviewed (TrEMBL)	0
W5Q801	True			UniProtKB unreviewed (TrEMBL)	0
W5Q8U3	True			UniProtKB unreviewed (TrEMBL)	0
W5Q8V6	True			UniProtKB unreviewed (TrEMBL)	0
W5Q9Y9	True			UniProtKB unreviewed (TrEMBL)	0
W5QA42	True			UniProtKB unreviewed (TrEMBL)	0
W5QBI3	True			UniProtKB unreviewed (TrEMBL)	0
W5QC52	True			UniProtKB unreviewed (TrEMBL)	0
W5QCJ8	True			UniProtKB unreviewed (TrEMBL)	0
W5QCK0	True			UniProtKB unreviewed (TrEMBL)	0
W5QD34	True			UniProtKB unreviewed (TrEMBL)	0
W5QDU9	True			UniProtKB unreviewed (TrEMBL)	0
W5QEN1	True			UniProtKB unreviewed (TrEMBL)	0
W5QG07	True			UniProtKB unreviewed (TrEMBL)	0
W5QGM9	True			UniProtKB unreviewed (TrEMBL)	0
W5QH46	True			UniProtKB unreviewed (TrEMBL)	0
A0A0D4L6L3	True			UniProtKB unreviewed (TrEMBL)	0
A0A0K0QQF3	True			UniProtKB unreviewed (TrEMBL)	0
A0A0R5Z2J8	True			UniProtKB unreviewed (TrEMBL)	0
A0A0U1YZ59	True			UniProtKB unreviewed (TrEMBL)	0
A0A173G4Q5	True			UniProtKB unreviewed (TrEMBL)	0
A0A1B1H1G8	True			UniProtKB unreviewed (TrEMBL)	0
A0A2P1BXW0	True			UniProtKB unreviewed (TrEMBL)	0
A0A482KJZ3	True			UniProtKB unreviewed (TrEMBL)	0
A0A4P8JBS7	True			UniProtKB unreviewed (TrEMBL)	0
A0A4P8JBT2	True			UniProtKB unreviewed (TrEMBL)	0
A0A4P8JDJ3	True			UniProtKB unreviewed (TrEMBL)	0
A0A5J6CQ95	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3E0G2	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3E512	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3E697	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3E8R0	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3EAU5	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3EDL3	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3EDS5	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3EJ94	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3EJK4	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3EMX6	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3TJY0	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3TQ72	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3YHD7	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P7D5A0	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P7D6E1	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P7D6Z9	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P7DBB4	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P7DTX0	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P7E5W4	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P7EEK2	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P7EMQ9	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P7EPQ5	True			UniProtKB unreviewed (TrEMBL)	0
A0A7D0NLK5	True			UniProtKB unreviewed (TrEMBL)	0
A0A7S8F9S4	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZFN4	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZLA3	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZMA7	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZMZ0	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZNC1	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZNZ4	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZQA3	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZQE5	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZSK1	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZSR7	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZTF5	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZVW4	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZW73	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZWB6	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZWQ9	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZYB5	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZZ17	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZZ25	True			UniProtKB unreviewed (TrEMBL)	0
A0A836A1E1	True			UniProtKB unreviewed (TrEMBL)	0
A0A836A1U8	True			UniProtKB unreviewed (TrEMBL)	0
A0A836A2V9	True			UniProtKB unreviewed (TrEMBL)	0
A0A836A3L4	True			UniProtKB unreviewed (TrEMBL)	0
A0A836A6C5	True			UniProtKB unreviewed (TrEMBL)	0
A0A836A8B1	True			UniProtKB unreviewed (TrEMBL)	0
A0A836A8K0	True			UniProtKB unreviewed (TrEMBL)	0
A0A836AB68	True			UniProtKB unreviewed (TrEMBL)	0
A0A836ABB7	True			UniProtKB unreviewed (TrEMBL)	0
A0A836AEP0	True			UniProtKB unreviewed (TrEMBL)	0
A0A836AGU6	True			UniProtKB unreviewed (TrEMBL)	0
A0A836AGY6	True			UniProtKB unreviewed (TrEMBL)	0
A0A836AI42	True			UniProtKB unreviewed (TrEMBL)	0
A0A836AIX5	True			UniProtKB unreviewed (TrEMBL)	0
A0A836ALT3	True			UniProtKB unreviewed (TrEMBL)	0
A0A836APC2	True			UniProtKB unreviewed (TrEMBL)	0
A0A836APC3	True			UniProtKB unreviewed (TrEMBL)	0
A0A836AQA8	True			UniProtKB unreviewed (TrEMBL)	0
A0A836AQI1	True			UniProtKB unreviewed (TrEMBL)	0
A0A836CQY0	True			UniProtKB unreviewed (TrEMBL)	0
A0A836CR59	True			UniProtKB unreviewed (TrEMBL)	0
A0A836CSI9	True			UniProtKB unreviewed (TrEMBL)	0
A0A836CUK7	True			UniProtKB unreviewed (TrEMBL)	0
A0A836CVX8	True			UniProtKB unreviewed (TrEMBL)	0
A0A836CWP6	True			UniProtKB unreviewed (TrEMBL)	0
A0A836CZ85	True			UniProtKB unreviewed (TrEMBL)	0
A0A836CZW2	True			UniProtKB unreviewed (TrEMBL)	0
A0A836D295	True			UniProtKB unreviewed (TrEMBL)	0
A0A836D3F9	True			UniProtKB unreviewed (TrEMBL)	0
A0A836D6E9	True			UniProtKB unreviewed (TrEMBL)	0
A0A836D847	True			UniProtKB unreviewed (TrEMBL)	0
A0A8E5F8N3	True			UniProtKB unreviewed (TrEMBL)	0
A0A8E5JS19	True			UniProtKB unreviewed (TrEMBL)	0
A0SWL9	True			UniProtKB unreviewed (TrEMBL)	0
A0SWM3	True			UniProtKB unreviewed (TrEMBL)	0
A0SWM9	True			UniProtKB unreviewed (TrEMBL)	0
A0SWN4	True			UniProtKB unreviewed (TrEMBL)	0
A0SWN5	True			UniProtKB unreviewed (TrEMBL)	0
A0SWP3	True			UniProtKB unreviewed (TrEMBL)	0
A0SWR5	True			UniProtKB unreviewed (TrEMBL)	0
A8E1V9	True			UniProtKB unreviewed (TrEMBL)	0
A8QW37	True			UniProtKB unreviewed (TrEMBL)	0
A9YTX4	True			UniProtKB unreviewed (TrEMBL)	0
B9VWZ1	True			UniProtKB unreviewed (TrEMBL)	0
D3IU20	True			UniProtKB unreviewed (TrEMBL)	0
D6PX63	True			UniProtKB unreviewed (TrEMBL)	0
G0Z3C4	True			UniProtKB unreviewed (TrEMBL)	0
H2DZG8	True			UniProtKB unreviewed (TrEMBL)	0
H6UWX4	True			UniProtKB unreviewed (TrEMBL)	0
H9CJU1	True			UniProtKB unreviewed (TrEMBL)	0
I1WXR4	True			UniProtKB unreviewed (TrEMBL)	0
I1WXR8	True			UniProtKB unreviewed (TrEMBL)	0
I7D1C3	True			UniProtKB unreviewed (TrEMBL)	0
O46610	True			UniProtKB unreviewed (TrEMBL)	0
Q1WDE0	True			UniProtKB unreviewed (TrEMBL)	0
Q30DS4	True			UniProtKB unreviewed (TrEMBL)	0
Q30DT0	True			UniProtKB unreviewed (TrEMBL)	0
Q3HV70	True			UniProtKB unreviewed (TrEMBL)	0
Q3LUC6	True			UniProtKB unreviewed (TrEMBL)	0
Q462G7	True			UniProtKB unreviewed (TrEMBL)	0
Q6SLG2	True			UniProtKB unreviewed (TrEMBL)	0
Q6VB95	True			UniProtKB unreviewed (TrEMBL)	0
Q700B6	True			UniProtKB unreviewed (TrEMBL)	0
Q71VP2	True			UniProtKB unreviewed (TrEMBL)	0
Q7YRW1	True			UniProtKB unreviewed (TrEMBL)	0
Q7YS49	True			UniProtKB unreviewed (TrEMBL)	0
Q7YSE4	True			UniProtKB unreviewed (TrEMBL)	0
R4R2H5	True			UniProtKB unreviewed (TrEMBL)	0
W5NPW7	True			UniProtKB unreviewed (TrEMBL)	0
W5NQF8	True			UniProtKB unreviewed (TrEMBL)	0
W5NQU2	True			UniProtKB unreviewed (TrEMBL)	0
W5NRH2	True			UniProtKB unreviewed (TrEMBL)	0
W5NUX8	True			UniProtKB unreviewed (TrEMBL)	0
W5NVA2	True			UniProtKB unreviewed (TrEMBL)	0
W5NVB1	True			UniProtKB unreviewed (TrEMBL)	0
W5NVB2	True			UniProtKB unreviewed (TrEMBL)	0
W5NX24	True			UniProtKB unreviewed (TrEMBL)	0
W5NXF2	True			UniProtKB unreviewed (TrEMBL)	0
W5P1P8	True			UniProtKB unreviewed (TrEMBL)	0
W5P1R3	True			UniProtKB unreviewed (TrEMBL)	0
W5P298	True			UniProtKB unreviewed (TrEMBL)	0
W5P2N1	True			UniProtKB unreviewed (TrEMBL)	0
W5P385	True			UniProtKB unreviewed (TrEMBL)	0
W5P3B2	True			UniProtKB unreviewed (TrEMBL)	0
W5P529	True			UniProtKB unreviewed (TrEMBL)	0
W5P530	True			UniProtKB unreviewed (TrEMBL)	0
W5P558	True			UniProtKB unreviewed (TrEMBL)	0
W5P7U5	True			UniProtKB unreviewed (TrEMBL)	0
W5P826	True			UniProtKB unreviewed (TrEMBL)	0
W5P8E9	True			UniProtKB unreviewed (TrEMBL)	0
W5P8T8	True			UniProtKB unreviewed (TrEMBL)	0
W5P8Y1	True			UniProtKB unreviewed (TrEMBL)	0
W5P942	True			UniProtKB unreviewed (TrEMBL)	0
W5P9M9	True			UniProtKB unreviewed (TrEMBL)	0
W5P9U5	True			UniProtKB unreviewed (TrEMBL)	0
W5PAA6	True			UniProtKB unreviewed (TrEMBL)	0
