protein_id	matrixdb_ecm	matrisome_category	matrisome_subcategory	dataset	interaction_count
Q99NH8	True			Swiss-Prot	3
Q6UXN2	True			Swiss-Prot	107
P50343	True			Swiss-Prot	0
P32822	True			Swiss-Prot	0
Q9BZJ3	True			Swiss-Prot	100
Q9NRR2	True			Swiss-Prot	116
Q9QUL7	True			Swiss-Prot	0
P19236	True			Swiss-Prot	0
P07309	True			Swiss-Prot	2
P50390	True			Swiss-Prot	0
P07489	True			Swiss-Prot	0
P02767	True			Swiss-Prot	3
P12303	True			Swiss-Prot	0
Q5TAX3	True			Swiss-Prot	34
P81827	True			Swiss-Prot	0
P81828	True			Swiss-Prot	0
Q7ZZY8	True			Swiss-Prot	0
Q765I0	True			Swiss-Prot	1
Q765I1	True			Swiss-Prot	0
Q765I2	True			Swiss-Prot	0
O95399	True			Swiss-Prot	7
Q9QZQ3	True			Swiss-Prot	0
Q95J46	True			Swiss-Prot	0
Q9QZQ4	True			Swiss-Prot	0
P41366	True			Swiss-Prot	0
Q7Z5L0	True			Swiss-Prot	19
Q3MHN5	True			Swiss-Prot	0
P02774	True			Swiss-Prot	53
P21614	True			Swiss-Prot	1
P53789	True			Swiss-Prot	0
P04276	True			Swiss-Prot	1
O75083	True			Swiss-Prot	154
Q98SN7	True	Matrisome-associated	Secreted Factors	Swiss-Prot	2
Q93097	True	Matrisome-associated	Secreted Factors	Swiss-Prot	27
O70283	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
A4D7S0	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
Q92048	True			Swiss-Prot	0
Q9Y6F9	True	Matrisome-associated	Secreted Factors	Swiss-Prot	43
P22727	True	Matrisome-associated	Secreted Factors	Swiss-Prot	1
O00755	True	Matrisome-associated	Secreted Factors	Swiss-Prot	70
P24383	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
O43895	True			Swiss-Prot	9
Q54R11	True			Swiss-Prot	0
Q86IE6	True			Swiss-Prot	0
Q86HP9	True			Swiss-Prot	0
Q54HD9	True			Swiss-Prot	0
Q9P1C3	True			Swiss-Prot	0
Q6UXU0	True			Swiss-Prot	0
Q3ZCH5	True			Swiss-Prot	0
P25311	True			Swiss-Prot	95
Q64726	True			Swiss-Prot	0
Q63678	True			Swiss-Prot	0
Q9Y493	True			Swiss-Prot	91
O88799	True			Swiss-Prot	1
Q28983	True			Swiss-Prot	0
O60293	True			Swiss-Prot	98
Q9NWS9	True			Swiss-Prot	55
Q9BS31	True			Swiss-Prot	8
Q96CK0	True			Swiss-Prot	15
Q6YND2	True			Swiss-Prot	0
P42099	True			Swiss-Prot	0
P48829	True			Swiss-Prot	0
O54767	True			Swiss-Prot	0
Q60736	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	0
Q7TSY4	True			Swiss-Prot	0
P48830	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	0
P48831	True			Swiss-Prot	0
P79762	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	1
P21754	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	39
P10761	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	0
P42098	True			Swiss-Prot	0
P48833	True			Swiss-Prot	0
P97708	True			Swiss-Prot	0
Q9BH11	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	0
Q9P217	True			Swiss-Prot	3
Q9UGI9	True			Swiss-Prot	60
P53396	True			Swiss-Prot	114
P13798	True			Swiss-Prot	28
P03958	True			Swiss-Prot	1
Q2KIM1	True			Swiss-Prot	0
Q9GZN8	True			Swiss-Prot	9
Q9D1K7	True			Swiss-Prot	0
Q4KM45	True			Swiss-Prot	0
Q8N302	True			Swiss-Prot	61
Q7TN31	True			Swiss-Prot	0
O97827	True			Swiss-Prot	0
P56413	True			Swiss-Prot	0
O00253	True			Swiss-Prot	12
P56473	True			Swiss-Prot	0
Q9TU18	True			Swiss-Prot	0
Q8VHN7	True			Swiss-Prot	1
Q16352	True			Swiss-Prot	219
Q8QZR5	True			Swiss-Prot	0
P25409	True			Swiss-Prot	0
Q8BGT5	True			Swiss-Prot	0
P35859	True			Swiss-Prot	0
P45561	True			Swiss-Prot	0
P12761	True			Swiss-Prot	0
P04746	True			Swiss-Prot	8
P00690	True			Swiss-Prot	1
P00689	True			Swiss-Prot	1
P55206	True			Swiss-Prot	0
P21805	True			Swiss-Prot	0
P23582	True			Swiss-Prot	9
Q61839	True			Swiss-Prot	0
P18104	True			Swiss-Prot	0
P55207	True			Swiss-Prot	0
P56283	True			Swiss-Prot	0
P31346	True			Swiss-Prot	2
P31347	True			Swiss-Prot	0
Q1RMR1	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
O95841	True	Matrisome-associated	Secreted Factors	Swiss-Prot	20
Q640P2	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
Q9UKU9	True	Matrisome-associated	Secreted Factors	Swiss-Prot	52
Q9R045	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
Q9Y5C1	True	Matrisome-associated	Secreted Factors	Swiss-Prot	40
Q9R182	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
Q2KJ51	True			Swiss-Prot	0
Q9BY76	True	Matrisome-associated	Secreted Factors	Swiss-Prot	50
P41361	True	Matrisome-associated	ECM Regulators	Swiss-Prot	0
Q03352	True	Matrisome-associated	ECM Regulators	Swiss-Prot	0
P01008	True	Matrisome-associated	ECM Regulators	Swiss-Prot	144
P32261	True	Matrisome-associated	ECM Regulators	Swiss-Prot	1
P32262	True			Swiss-Prot	0
O14727	True			Swiss-Prot	158
P04114	True			Swiss-Prot	105
E9Q414	True			Swiss-Prot	0
Q7TMA5	True			Swiss-Prot	21
Q8IUR7	True			Swiss-Prot	58
P20933	True			Swiss-Prot	18
Q64191	True			Swiss-Prot	0
O95352	True			Swiss-Prot	112
P20648	True			Swiss-Prot	23
Q37315	True			Swiss-Prot	0
P01888	True			Swiss-Prot	0
Q13072	True			Swiss-Prot	5
Q86Y30	True			Swiss-Prot	0
Q86Y29	True			Swiss-Prot	0
Q86Y28	True			Swiss-Prot	0
Q86Y27	True			Swiss-Prot	0
P16278	True			Swiss-Prot	60
P23780	True			Swiss-Prot	0
P78537	True			Swiss-Prot	52
Q7KWX1	True			Swiss-Prot	0
Q54VJ1	True			Swiss-Prot	0
Q54SB6	True			Swiss-Prot	0
Q54SB5	True			Swiss-Prot	0
P00974	True			Swiss-Prot	4
P04815	True			Swiss-Prot	0
Q9GZN4	True			Swiss-Prot	124
Q9ER10	True			Swiss-Prot	0
Q9TTC5	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
P35070	True	Matrisome-associated	Secreted Factors	Swiss-Prot	169
Q05928	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
A6QQ07	True			Swiss-Prot	0
P43251	True			Swiss-Prot	19
P00920	True			Swiss-Prot	2
P27139	True			Swiss-Prot	2
Q9NZT1	True			Swiss-Prot	71
P0DP23	True			Swiss-Prot	832
P49913	True			Swiss-Prot	79
P51437	True			Swiss-Prot	0
Q86VP6	True			Swiss-Prot	739
P80209	True	Matrisome-associated	ECM Regulators	Swiss-Prot	0
Q4LAL9	True			Swiss-Prot	0
Q05744	True	Matrisome-associated	ECM Regulators	Swiss-Prot	0
O76856	True			Swiss-Prot	0
P07339	True	Matrisome-associated	ECM Regulators	Swiss-Prot	112
P18242	True	Matrisome-associated	ECM Regulators	Swiss-Prot	11
P00795	True			Swiss-Prot	0
P24268	True			Swiss-Prot	1
Q9MZS8	True			Swiss-Prot	0
P56202	True	Matrisome-associated	ECM Regulators	Swiss-Prot	25
P56203	True	Matrisome-associated	ECM Regulators	Swiss-Prot	0
P05689	True	Matrisome-associated	ECM Regulators	Swiss-Prot	0
Q9UBR2	True	Matrisome-associated	ECM Regulators	Swiss-Prot	50
Q9WUU7	True	Matrisome-associated	ECM Regulators	Swiss-Prot	1
P63182	True			Swiss-Prot	0
Q8IUK8	True	Matrisome-associated	Secreted Factors	Swiss-Prot	47
Q8BGU2	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
P98087	True			Swiss-Prot	0
Q17QF9	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
Q6UW01	True	Matrisome-associated	Secreted Factors	Swiss-Prot	27
Q9JHG0	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
Q9NTU7	True	Matrisome-associated	Secreted Factors	Swiss-Prot	47
Q8BME9	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
Q8QGP3	True			Swiss-Prot	0
Q66K79	True			Swiss-Prot	13
Q8R4V4	True			Swiss-Prot	0
O54858	True			Swiss-Prot	0
E1BM70	True			Swiss-Prot	0
E2R1I5	True			Swiss-Prot	0
P0CK98	True			Swiss-Prot	0
Q9UFE4	True			Swiss-Prot	3
Q9D5Y1	True			Swiss-Prot	0
D3Z8K2	True			Swiss-Prot	0
Q9BQI4	True			Swiss-Prot	0
Q9D6Y1	True			Swiss-Prot	0
P50230	True			Swiss-Prot	0
O97919	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
Q8HYS0	True			Swiss-Prot	0
P13501	True	Matrisome-associated	Secreted Factors	Swiss-Prot	581
P30882	True	Matrisome-associated	Secreted Factors	Swiss-Prot	4
Q29288	True			Swiss-Prot	0
P50231	True			Swiss-Prot	0
P27784	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
Q68FP3	True			Swiss-Prot	0
P80098	True	Matrisome-associated	Secreted Factors	Swiss-Prot	114
Q03366	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
Q9QXY8	True			Swiss-Prot	0
A0A0K2S4Q6	True			Swiss-Prot	2
P31358	True			Swiss-Prot	88
O55186	True			Swiss-Prot	0
P58019	True			Swiss-Prot	0
Q3V6R6	True			Swiss-Prot	0
P11597	True			Swiss-Prot	16
P22687	True			Swiss-Prot	0
Q5T655	True			Swiss-Prot	7
A6NKQ9	True			Swiss-Prot	58
Q6NT52	True			Swiss-Prot	68
P0DN86	True			Swiss-Prot	54
P0DN87	True			Swiss-Prot	51
P32749	True			Swiss-Prot	0
P23946	True			Swiss-Prot	104
P21844	True			Swiss-Prot	0
P85202	True			Swiss-Prot	0
P50339	True			Swiss-Prot	0
P08123	True	Core matrisome	Collagens	Swiss-Prot	198
P85154	True			Swiss-Prot	0
Q01149	True	Core matrisome	Collagens	Swiss-Prot	0
P01190	True			Swiss-Prot	0
P01189	True			Swiss-Prot	41
Q86Y22	True	Core matrisome	Collagens	Swiss-Prot	8
Q8K4G2	True	Core matrisome	Collagens	Swiss-Prot	0
Q810Y4	True			Swiss-Prot	1
Q96SM3	True			Swiss-Prot	48
Q9Z100	True			Swiss-Prot	0
Q8N436	True			Swiss-Prot	49
Q9D2L5	True			Swiss-Prot	0
Q5ZJ73	True			Swiss-Prot	0
O75629	True			Swiss-Prot	6
O88668	True			Swiss-Prot	0
Q8IUH2	True			Swiss-Prot	0
Q8BGC9	True			Swiss-Prot	0
P24387	True	Matrisome-associated	Secreted Factors	Swiss-Prot	20
Q60571	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
P24388	True			Swiss-Prot	0
P09603	True	Matrisome-associated	Secreted Factors	Swiss-Prot	56
P07141	True	Matrisome-associated	Secreted Factors	Swiss-Prot	43
Q8JZQ0	True			Swiss-Prot	0
P15509	True			Swiss-Prot	69
P11052	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
P48749	True			Swiss-Prot	0
P04141	True	Matrisome-associated	Secreted Factors	Swiss-Prot	99
P01587	True	Matrisome-associated	Secreted Factors	Swiss-Prot	1
Q29118	True			Swiss-Prot	0
P48750	True			Swiss-Prot	0
P28773	True			Swiss-Prot	0
Q99062	True			Swiss-Prot	218
P18340	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
O55038	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
O95715	True	Matrisome-associated	Secreted Factors	Swiss-Prot	27
Q9WUQ5	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
Q9WVL7	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
Q29RT9	True			Swiss-Prot	0
Q9H2A7	True			Swiss-Prot	6
Q8BSU2	True			Swiss-Prot	0
Q9GKE2	True			Swiss-Prot	0
Q6AXU5	True			Swiss-Prot	0
A4IFR0	True			Swiss-Prot	0
Q6UXB2	True			Swiss-Prot	101
Q5UW37	True			Swiss-Prot	0
P04989	True			Swiss-Prot	0
Q23894	True			Swiss-Prot	0
P54639	True			Swiss-Prot	0
P54640	True			Swiss-Prot	0
P35175	True	Matrisome-associated	ECM Regulators	Swiss-Prot	0
P35174	True	Matrisome-associated	ECM Regulators	Swiss-Prot	0
P35173	True	Matrisome-associated	ECM Regulators	Swiss-Prot	0
Q8WXU2	True			Swiss-Prot	48
Q8R368	True			Swiss-Prot	0
Q5VJS5	True			Swiss-Prot	0
P12838	True			Swiss-Prot	77
P01377	True			Swiss-Prot	0
Q62714	True			Swiss-Prot	0
O94907	True			Swiss-Prot	66
O54908	True			Swiss-Prot	0
Q9UBU2	True			Swiss-Prot	9
Q9QYZ8	True			Swiss-Prot	0
Q90839	True			Swiss-Prot	0
Q9UBP4	True			Swiss-Prot	92
Q9QUN9	True			Swiss-Prot	1
Q9UBT3	True			Swiss-Prot	52
P80370	True			Swiss-Prot	84
Q09163	True			Swiss-Prot	1
O70534	True			Swiss-Prot	0
O00548	True			Swiss-Prot	150
Q9UHL4	True			Swiss-Prot	24
Q9ET22	True			Swiss-Prot	0
Q9EPB1	True			Swiss-Prot	1
Q14195	True			Swiss-Prot	172
Q62188	True			Swiss-Prot	3
Q62952	True			Swiss-Prot	2
A8E5C5	True			Swiss-Prot	0
Q5BL28	True			Swiss-Prot	0
Q9NZW4	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	8
P97399	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	3
Q62598	True			Swiss-Prot	0
Q9D9T0	True			Swiss-Prot	0
Q96DT5	True			Swiss-Prot	19
Q9NRM1	True			Swiss-Prot	12
O55196	True			Swiss-Prot	0
O97939	True			Swiss-Prot	0
P0C7A1	True			Swiss-Prot	0
A1L237	True			Swiss-Prot	0
Q1LUM3	True			Swiss-Prot	0
Q6UWR7	True			Swiss-Prot	32
Q8BGN3	True			Swiss-Prot	2
Q58D68	True			Swiss-Prot	0
B0BND0	True			Swiss-Prot	1
Q5JZY3	True			Swiss-Prot	237
P54762	True			Swiss-Prot	435
P29323	True			Swiss-Prot	635
P54753	True			Swiss-Prot	352
Q9NZ08	True			Swiss-Prot	33
Q9EQH2	True			Swiss-Prot	1
Q9JJ22	True			Swiss-Prot	0
O14944	True	Matrisome-associated	Secreted Factors	Swiss-Prot	467
Q61521	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
Q9Z0L5	True			Swiss-Prot	0
P23953	True			Swiss-Prot	1
Q54PA4	True			Swiss-Prot	0
Q86AV4	True			Swiss-Prot	0
Q54J35	True			Swiss-Prot	0
Q54C76	True			Swiss-Prot	0
Q9BVV8	True			Swiss-Prot	0
Q9DAZ5	True			Swiss-Prot	0
Q6UWF9	True			Swiss-Prot	0
Q8BR21	True			Swiss-Prot	0
P08709	True	Matrisome-associated	ECM Regulators	Swiss-Prot	360
P70375	True	Matrisome-associated	ECM Regulators	Swiss-Prot	0
P98139	True			Swiss-Prot	0
Q8K3U6	True			Swiss-Prot	0
P98173	True			Swiss-Prot	4
Q9D8T0	True			Swiss-Prot	0
P58499	True			Swiss-Prot	12
Q9D309	True			Swiss-Prot	0
A5PKI3	True			Swiss-Prot	0
Q7ZYY4	True			Swiss-Prot	0
Q92520	True			Swiss-Prot	73
Q91VU0	True			Swiss-Prot	0
P83308	True			Swiss-Prot	0
P24071	True			Swiss-Prot	42
P12371	True			Swiss-Prot	0
O89101	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
O88182	True			Swiss-Prot	1
O95750	True	Matrisome-associated	Secreted Factors	Swiss-Prot	76
P03968	True	Matrisome-associated	Secreted Factors	Swiss-Prot	5
P18651	True			Swiss-Prot	0
P19596	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
Q6PBT8	True			Swiss-Prot	0
P05230	True	Matrisome-associated	Secreted Factors	Swiss-Prot	145
P61148	True	Matrisome-associated	Secreted Factors	Swiss-Prot	2
P20002	True			Swiss-Prot	0
P61149	True			Swiss-Prot	2
Q7M303	True			Swiss-Prot	0
Q9NP95	True	Matrisome-associated	Secreted Factors	Swiss-Prot	52
Q9ESL9	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
P02671	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	163
E9PV24	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	2
Q9NZU0	True			Swiss-Prot	17
Q8BGT1	True			Swiss-Prot	3
B1H234	True			Swiss-Prot	0
P51887	True	Core matrisome	Proteoglycans	Swiss-Prot	0
Q06828	True	Core matrisome	Proteoglycans	Swiss-Prot	32
P50608	True	Core matrisome	Proteoglycans	Swiss-Prot	0
Q9TTB4	True			Swiss-Prot	0
O46378	True			Swiss-Prot	0
P50609	True			Swiss-Prot	1
Q86XX4	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	45
Q80T14	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	2
P29391	True			Swiss-Prot	5
P02792	True			Swiss-Prot	103
Q9YHV4	True			Swiss-Prot	0
Q58D84	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
Q12841	True	Matrisome-associated	Secreted Factors	Swiss-Prot	151
Q62356	True	Matrisome-associated	Secreted Factors	Swiss-Prot	4
Q28193	True			Swiss-Prot	0
P09958	True			Swiss-Prot	121
P23188	True			Swiss-Prot	0
P23377	True			Swiss-Prot	1
P08059	True			Swiss-Prot	0
O95390	True	Matrisome-associated	Secreted Factors	Swiss-Prot	150
Q9Z1W4	True	Matrisome-associated	Secreted Factors	Swiss-Prot	5
Q9Z217	True			Swiss-Prot	0
Q99988	True	Matrisome-associated	Secreted Factors	Swiss-Prot	122
Q9Z0J7	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
Q9Z0J6	True			Swiss-Prot	0
P27539	True	Matrisome-associated	Secreted Factors	Swiss-Prot	39
P20863	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
F1QWZ4	True			Swiss-Prot	0
Q9UK05	True	Matrisome-associated	Secreted Factors	Swiss-Prot	71
Q9WV56	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
Q9NR23	True	Matrisome-associated	Secreted Factors	Swiss-Prot	38
Q07104	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
P43026	True	Matrisome-associated	Secreted Factors	Swiss-Prot	185
P43027	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
P85857	True			Swiss-Prot	0
A8E7N9	True			Swiss-Prot	0
P55106	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
Q96MS3	True			Swiss-Prot	4
A4FUP9	True			Swiss-Prot	0
P55095	True			Swiss-Prot	0
P01274	True			Swiss-Prot	0
P68274	True			Swiss-Prot	0
P06883	True			Swiss-Prot	0
Q8MJ25	True			Swiss-Prot	0
O18979	True			Swiss-Prot	0
P37042	True			Swiss-Prot	0
P01148	True			Swiss-Prot	18
P13562	True			Swiss-Prot	3
P49921	True			Swiss-Prot	0
P07490	True			Swiss-Prot	0
Q28588	True			Swiss-Prot	0
Q863C3	True			Swiss-Prot	0
P08989	True			Swiss-Prot	0
P01295	True			Swiss-Prot	0
P07492	True			Swiss-Prot	2
Q8R1I2	True			Swiss-Prot	0
P63153	True			Swiss-Prot	0
P24393	True			Swiss-Prot	0
P47851	True			Swiss-Prot	0
Q02747	True			Swiss-Prot	33
P33680	True			Swiss-Prot	0
P79897	True			Swiss-Prot	0
P28902	True			Swiss-Prot	0
Q16661	True			Swiss-Prot	2
O09051	True			Swiss-Prot	0
O13009	True			Swiss-Prot	0
P70668	True			Swiss-Prot	0
Q16778	True			Swiss-Prot	308
Q64524	True			Swiss-Prot	0
Q13442	True			Swiss-Prot	27
Q3UHX2	True			Swiss-Prot	0
Q9W7C5	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
Q99075	True	Matrisome-associated	Secreted Factors	Swiss-Prot	163
Q06186	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
Q01580	True			Swiss-Prot	0
Q06175	True			Swiss-Prot	0
Q9NRV9	True			Swiss-Prot	12
Q9Y5Z4	True			Swiss-Prot	13
Q30201	True			Swiss-Prot	148
P70387	True			Swiss-Prot	0
O35799	True			Swiss-Prot	1
P15515	True			Swiss-Prot	9
Q2KIT0	True			Swiss-Prot	0
Q2KIX7	True			Swiss-Prot	0
Q2KIU3	True			Swiss-Prot	0
P07354	True			Swiss-Prot	0
P10915	True	Core matrisome	Proteoglycans	Swiss-Prot	46
Q9QUP5	True	Core matrisome	Proteoglycans	Swiss-Prot	2
P10859	True			Swiss-Prot	0
P03994	True			Swiss-Prot	2
Q9GZV7	True	Core matrisome	Proteoglycans	Swiss-Prot	53
Q9ESM3	True	Core matrisome	Proteoglycans	Swiss-Prot	1
Q9ESM2	True			Swiss-Prot	1
Q96S86	True	Core matrisome	Proteoglycans	Swiss-Prot	123
Q80WM5	True	Core matrisome	Proteoglycans	Swiss-Prot	0
Q86UW8	True	Core matrisome	Proteoglycans	Swiss-Prot	15
Q80WM4	True	Core matrisome	Proteoglycans	Swiss-Prot	1
Q8WWQ2	True	Matrisome-associated	ECM Regulators	Swiss-Prot	9
B2RY83	True	Matrisome-associated	ECM Regulators	Swiss-Prot	0
Q9MYY0	True	Matrisome-associated	ECM Regulators	Swiss-Prot	0
Q90YK5	True	Matrisome-associated	ECM Regulators	Swiss-Prot	0
Q9Y251	True	Matrisome-associated	ECM Regulators	Swiss-Prot	40
Q6YGZ1	True	Matrisome-associated	ECM Regulators	Swiss-Prot	0
Q71RP1	True			Swiss-Prot	0
P0DMV8	True			Swiss-Prot	305
Q61696	True			Swiss-Prot	6
P34930	True			Swiss-Prot	2
P0DMW0	True			Swiss-Prot	0
P0DMV9	True			Swiss-Prot	336
P11142	True			Swiss-Prot	972
Q8IVG9	True			Swiss-Prot	4
P84751	True			Swiss-Prot	0
Q28207	True			Swiss-Prot	0
P17716	True			Swiss-Prot	0
P10997	True			Swiss-Prot	15
P12968	True			Swiss-Prot	2
Q29119	True			Swiss-Prot	0
P05362	True			Swiss-Prot	425
P13597	True			Swiss-Prot	1
Q00238	True			Swiss-Prot	0
P0DOX2	True			Swiss-Prot	0
Q8N6C5	True			Swiss-Prot	28
Q7TQA1	True			Swiss-Prot	0
Q925N6	True			Swiss-Prot	0
Q76LU5	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
Q6L7I9	True			Swiss-Prot	0
Q9HBE4	True			Swiss-Prot	78
Q9ES17	True			Swiss-Prot	0
Q76LU6	True			Swiss-Prot	0
A3QPB9	True			Swiss-Prot	0
Q9JJY8	True			Swiss-Prot	0
Q9GZX6	True	Matrisome-associated	Secreted Factors	Swiss-Prot	68
Q9JJY9	True	Matrisome-associated	Secreted Factors	Swiss-Prot	1
Q9NPF7	True	Matrisome-associated	Secreted Factors	Swiss-Prot	89
Q9EQ14	True	Matrisome-associated	Secreted Factors	Swiss-Prot	2
Q91Z84	True			Swiss-Prot	0
Q13007	True	Matrisome-associated	Secreted Factors	Swiss-Prot	33
Q925S4	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
Q01114	True			Swiss-Prot	0
P15248	True	Matrisome-associated	Secreted Factors	Swiss-Prot	7
P15247	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
P01325	True	Matrisome-associated	Secreted Factors	Swiss-Prot	2
P01322	True			Swiss-Prot	0
O77801	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
Q6X7V3	True			Swiss-Prot	0
P51460	True	Matrisome-associated	Secreted Factors	Swiss-Prot	20
O09107	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
P51461	True			Swiss-Prot	0
Q9WUK0	True			Swiss-Prot	0
Q14641	True			Swiss-Prot	3
Q9Y5Q6	True	Matrisome-associated	Secreted Factors	Swiss-Prot	55
P10184	True			Swiss-Prot	1
P22549	True			Swiss-Prot	0
P04542	True			Swiss-Prot	0
P09036	True			Swiss-Prot	0
P00998	True			Swiss-Prot	1
P09655	True			Swiss-Prot	0
P00997	True			Swiss-Prot	0
P20155	True			Swiss-Prot	29
Q8BMY7	True			Swiss-Prot	0
Q6IE49	True			Swiss-Prot	0
O60575	True			Swiss-Prot	53
O35679	True			Swiss-Prot	0
P37109	True			Swiss-Prot	0
Q9NQ38	True			Swiss-Prot	148
P01001	True			Swiss-Prot	0
Q6UWN8	True			Swiss-Prot	0
Q8BT20	True			Swiss-Prot	0
P49134	True			Swiss-Prot	4
P16144	True			Swiss-Prot	373
A2A863	True			Swiss-Prot	2
Q64632	True			Swiss-Prot	0
Q8N1N4	True			Swiss-Prot	34
O97799	True			Swiss-Prot	0
Q08156	True			Swiss-Prot	0
P10721	True			Swiss-Prot	559
P05532	True			Swiss-Prot	5
P20151	True			Swiss-Prot	127
P07288	True			Swiss-Prot	210
Q9Y5K2	True			Swiss-Prot	126
Q9Z0M1	True			Swiss-Prot	0
Q9Y337	True			Swiss-Prot	244
Q92876	True			Swiss-Prot	418
P49862	True			Swiss-Prot	172
Q91VE3	True			Swiss-Prot	0
P36373	True			Swiss-Prot	0
O60259	True			Swiss-Prot	370
Q61955	True			Swiss-Prot	0
O88780	True			Swiss-Prot	0
Q9UKQ9	True			Swiss-Prot	123
Q2KJ63	True			Swiss-Prot	0
Q28880	True			Swiss-Prot	0
P04180	True			Swiss-Prot	22
P16301	True			Swiss-Prot	0
P30930	True			Swiss-Prot	0
P53761	True			Swiss-Prot	0
P18424	True			Swiss-Prot	1
P38486	True			Swiss-Prot	0
P17931	True	Matrisome-associated	ECM-affiliated Proteins	Swiss-Prot	263
P16110	True	Matrisome-associated	ECM-affiliated Proteins	Swiss-Prot	7
P47845	True			Swiss-Prot	0
P08699	True			Swiss-Prot	0
P07583	True			Swiss-Prot	0
P56470	True	Matrisome-associated	ECM-affiliated Proteins	Swiss-Prot	60
Q8K419	True	Matrisome-associated	ECM-affiliated Proteins	Swiss-Prot	3
P38552	True			Swiss-Prot	0
P23668	True			Swiss-Prot	0
P47929	True			Swiss-Prot	130
O54974	True	Matrisome-associated	ECM-affiliated Proteins	Swiss-Prot	0
P97590	True			Swiss-Prot	0
Q28603	True			Swiss-Prot	0
E7FE13	True			Swiss-Prot	0
Q3UVD5	True			Swiss-Prot	1
H2B3G5	True			Swiss-Prot	0
Q9Y5X9	True			Swiss-Prot	42
Q9WVG5	True			Swiss-Prot	0
Q8VBX1	True			Swiss-Prot	0
Q6DBU8	True			Swiss-Prot	0
Q8WWY8	True			Swiss-Prot	33
Q8CIV3	True			Swiss-Prot	0
Q9BDJ4	True			Swiss-Prot	0
Q32PY2	True			Swiss-Prot	0
Q6XZB0	True			Swiss-Prot	6
Q5VXJ0	True			Swiss-Prot	4
Q8BM14	True			Swiss-Prot	0
P09917	True			Swiss-Prot	163
O75581	True			Swiss-Prot	235
Q14114	True			Swiss-Prot	72
Q924X6	True			Swiss-Prot	9
A5D8S1	True			Swiss-Prot	0
Q86TE4	True			Swiss-Prot	6
Q8BGY3	True			Swiss-Prot	0
A0A0B4J1U3	True			Swiss-Prot	0
P01703	True			Swiss-Prot	78
P01699	True			Swiss-Prot	0
P01700	True			Swiss-Prot	37
A0A075B6I6	True			Swiss-Prot	0
P01701	True			Swiss-Prot	68
P61626	True			Swiss-Prot	175
P15529	True			Swiss-Prot	205
Q54D04	True			Swiss-Prot	0
Q9NQ76	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	72
