protein_id,matrixdb_ecm,matrisome,species_ncbi,go_terms,keywords,dataset,interaction_count
P24394,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,222
P20618,True,,9606,Extracellular region,,Swiss-Prot,221
P55081,False,ECM Glycoproteins|Core matrisome,9606,,,Swiss-Prot,221
P13747,True,,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,221
O15197,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,221
P00742,True,ECM Regulators|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,220
P05997,True,Collagens|Core matrisome,9606,Extracellular matrix|Extracellular region|Extracellular space,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,220
Q96N03,True,,9606,Extracellular region,,Swiss-Prot,220
O15078,True,,9606,Extracellular region,,Swiss-Prot,219
O14594,True,Proteoglycans|Core matrisome,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,219
P31151,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,219
Q9NZC2,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,219
Q16352,True,,9606,Extracellular space,,Swiss-Prot,219
Q99062,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,218
P01857,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,218
P27105,True,,9606,Extracellular space,,Swiss-Prot,217
Q8N423,True,,9606,Extracellular space,,Swiss-Prot,217
P0DPK4,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,217
Q99784,True,,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,217
P55210,True,,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,216
Q92743,True,ECM Regulators|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,216
P10323,True,,9606,Extracellular region,,Swiss-Prot,216
P51665,True,,9606,Extracellular region,,Swiss-Prot,216
O15230,True,ECM Glycoproteins|Core matrisome,9606,Basement membrane|Extracellular region|Extracellular space,Basement membrane|Extracellular matrix|Extracellular space/secreted,Swiss-Prot,215
P00740,True,ECM Regulators|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,214
P22692,True,ECM Glycoproteins|Core matrisome,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,214
Q99435,True,ECM Glycoproteins|Core matrisome,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,214
Q05707,True,Collagens|Core matrisome,9606,Extracellular matrix|Extracellular region|Extracellular space,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,213
Q92598,True,,9606,Extracellular region,,Swiss-Prot,213
P15018,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,212
Q9NZP8,True,,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,212
P51671,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,212
Q14213,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,212
P07288,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,210
Q9BXN2,False,ECM-affiliated Proteins|Matrisome-associated,9606,,,Swiss-Prot,209
P30101,True,,9606,Extracellular space,,Swiss-Prot,209
P20073,False,ECM-affiliated Proteins|Matrisome-associated,9606,,,Swiss-Prot,208
P53621,True,,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,208
Q9Y6Y9,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,208
P04264,True,,9606,Extracellular region|Extracellular space,,Swiss-Prot,208
Q06830,True,,9606,Extracellular space,,Swiss-Prot,208
P04083,True,ECM-affiliated Proteins|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,208
Q9BQ51,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,207
Q9UM47,True,,9606,Extracellular region,,Swiss-Prot,207
Q15256,True,,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,206
P02747,True,ECM-affiliated Proteins|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,206
P12643,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,206
Q16787,True,ECM Glycoproteins|Core matrisome,9606,Basement membrane|Extracellular region,Basement membrane|Extracellular matrix|Extracellular space/secreted,Swiss-Prot,206
P15529,True,,9606,Extracellular space,,Swiss-Prot,205
Q12805,True,ECM Glycoproteins|Core matrisome,9606,Extracellular matrix|Extracellular region|Extracellular space,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,204
P84243,True,,9606,Extracellular region,,Swiss-Prot,204
P02786,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,204
O00622,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,203
P15941,True,ECM-affiliated Proteins|Matrisome-associated,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,203
P78504,True,,9606,Extracellular region,,Swiss-Prot,203
P05019,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,203
O15455,True,,9606,Extracellular matrix|Extracellular space,,Swiss-Prot,203
P16581,True,,9606,Extracellular space,,Swiss-Prot,201
P62937,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,201
P05156,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,201
Q9H0E2,True,,9606,Extracellular region,,Swiss-Prot,200
Q07325,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,200
P83105,True,ECM Regulators|Matrisome-associated,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,200
P00738,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,199
P02675,True,ECM Glycoproteins|Core matrisome,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,199
P05161,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,198
Q9Y5Q5,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,198
P08123,True,Collagens|Core matrisome,9606,Extracellular region|Extracellular space,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,198
Q9UKR3,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,197
P27658,True,Collagens|Core matrisome,9606,Extracellular region|Extracellular space,Basement membrane|Extracellular matrix|Extracellular space/secreted,Swiss-Prot,196
P12268,True,,9606,Extracellular region,,Swiss-Prot,195
P26441,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,,Swiss-Prot,194
P00751,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,193
P23142,True,ECM Glycoproteins|Core matrisome,9606,Basement membrane|Extracellular matrix|Extracellular region|Extracellular space,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,192
P06850,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,191
P31949,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,,Swiss-Prot,191
P03951,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,191
Q96CS3,True,,9606,Extracellular region,,Swiss-Prot,191
Q03405,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,190
O15520,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,190
Q99460,True,,9606,Extracellular region,,Swiss-Prot,190
P55899,True,,9606,Extracellular space,,Swiss-Prot,189
P24043,True,ECM Glycoproteins|Core matrisome,9606,Basement membrane|Extracellular region,Basement membrane|Extracellular matrix|Extracellular space/secreted,Swiss-Prot,188
Q96P20,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,188
O75398,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,187
P12107,True,Collagens|Core matrisome,9606,Extracellular region|Extracellular space,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,187
Q9GZZ7,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,187
P07478,True,ECM Regulators|Matrisome-associated,9606,Extracellular matrix|Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,187
Q9BZF9,True,,9606,Extracellular region,,Swiss-Prot,186
P06733,True,,9606,Extracellular space,,Swiss-Prot,185
P04070,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,185
P01241,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,185
P55075,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,185
P43026,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,185
Q92608,True,,9606,Extracellular region,,Swiss-Prot,185
Q99466,True,,9606,Extracellular region,,Swiss-Prot,184
Q9BZZ2,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,182
P07585,True,Proteoglycans|Core matrisome,9606,Extracellular region|Extracellular space,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,182
O60383,True,Secreted Factors|Matrisome-associated,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,182
P19332,True,,10116,Extracellular region,Extracellular space/secreted,Swiss-Prot,182
P01019,True,ECM Regulators|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,182
P14778,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,182
P14780,True,ECM Regulators|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,181
P09486,True,ECM Glycoproteins|Core matrisome,9606,Basement membrane|Extracellular region|Extracellular space,Basement membrane|Extracellular matrix|Extracellular space/secreted,Swiss-Prot,181
P08603,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,181
P01033,True,ECM Regulators|Matrisome-associated,9606,Basement membrane|Extracellular matrix|Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,181
P19883,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,180
P09038,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,178
Q6ZUT3,True,,9606,Extracellular space,,Swiss-Prot,178
O15393,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,178
P07942,True,ECM Glycoproteins|Core matrisome,9606,Basement membrane|Extracellular region|Extracellular space,Basement membrane|Extracellular matrix|Extracellular space/secreted,Swiss-Prot,178
Q15046,True,,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,178
P13942,True,Collagens|Core matrisome,9606,Extracellular region|Extracellular space,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,178
P40222,True,,9606,Extracellular region,,Swiss-Prot,178
P24592,True,ECM Glycoproteins|Core matrisome,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,177
Q9ULZ3,True,,9606,Extracellular region,,Swiss-Prot,176
O75445,True,,9606,Basement membrane|Extracellular region,Extracellular space/secreted,Swiss-Prot,175
P03950,True,,9606,Basement membrane|Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,175
P61626,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,175
P63172,True,,9606,Extracellular region,,Swiss-Prot,174
Q16651,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,174
Q15084,True,,9606,Extracellular space,,Swiss-Prot,173
P08571,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,173
Q16363,True,ECM Glycoproteins|Core matrisome,9606,Basement membrane|Extracellular region,Basement membrane|Extracellular matrix|Extracellular space/secreted,Swiss-Prot,173
P22392,True,,9606,Extracellular region,,Swiss-Prot,173
Q71DI3,True,,9606,Extracellular region,,Swiss-Prot,173
P01911,True,,9606,Extracellular space,,Swiss-Prot,173
P02760,True,ECM Regulators|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,173
Q9UNM6,True,,9606,Extracellular region,,Swiss-Prot,172
P49862,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,172
P02790,True,ECM-affiliated Proteins|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,172
Q8N8U9,True,ECM Glycoproteins|Core matrisome,9606,Extracellular matrix|Extracellular space,Extracellular space/secreted,Swiss-Prot,172
P49765,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,172
Q14195,True,,9606,Extracellular space,,Swiss-Prot,172
P05109,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,172
Q92673,True,,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,172
Q9P121,True,,9606,Extracellular region,,Swiss-Prot,172
P49863,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,171
Q9H410,True,,9606,Extracellular region,,Swiss-Prot,170
P00558,True,,9606,Extracellular space,,Swiss-Prot,170
P98073,False,ECM Regulators|Matrisome-associated,9606,,,Swiss-Prot,170
Q9BQB4,True,,9606,Extracellular region|Extracellular space,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,170
P13667,True,,9606,Extracellular space,,Swiss-Prot,169
P35070,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,169
P24158,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,169
P17693,True,,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,168
P02765,True,,9606,Extracellular matrix|Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,168
P05111,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,168
Q6ZWH5,True,,9606,Extracellular region,,Swiss-Prot,168
P01138,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,168
P13497,True,ECM Regulators|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,168
P50591,True,Secreted Factors|Matrisome-associated,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,167
Q01518,True,,9606,Extracellular region,,Swiss-Prot,167
P0DML3,True,Secreted Factors|Matrisome-associated,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,167
P29459,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,167
Q9NR99,True,ECM Glycoproteins|Core matrisome,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,167
