protein_id,matrixdb_ecm,matrisome,species_ncbi,go_terms,keywords,dataset,interaction_count
P20151,True,,9606,Extracellular region,,Swiss-Prot,127
Q16557,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,127
O60303,True,,9606,Extracellular space,,Swiss-Prot,127
P20231,True,,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,127
Q6EMK4,True,,9606,Extracellular matrix|Extracellular space,Extracellular space/secreted,Swiss-Prot,126
Q9Y5K2,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,126
Q53GS7,True,,9606,Extracellular space,,Swiss-Prot,126
Q9NNX6,True,ECM-affiliated Proteins|Matrisome-associated,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,126
O75326,False,ECM-affiliated Proteins|Matrisome-associated,9606,,,Swiss-Prot,125
Q9NZ32,True,,9606,Extracellular region,,Swiss-Prot,125
Q7Z3B1,True,,9606,Extracellular region,,Swiss-Prot,125
Q2TV78,True,Secreted Factors|Matrisome-associated,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,125
Q70J99,True,,9606,Extracellular region,,Swiss-Prot,125
Q8IW00,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,125
P02794,True,,9606,Extracellular region,,Swiss-Prot,125
P39905,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,125
Q9GZN4,True,,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,124
P11487,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,124
P35225,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,124
Q14764,True,,9606,Extracellular region,,Swiss-Prot,124
P16112,True,Proteoglycans|Core matrisome,9606,Extracellular region|Extracellular space,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,124
Q2MV58,True,,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,123
Q99436,True,,9606,Extracellular region,,Swiss-Prot,123
Q14525,True,,9606,Extracellular space,,Swiss-Prot,123
Q02809,False,ECM Regulators|Matrisome-associated,9606,,,Swiss-Prot,123
Q96S86,True,Proteoglycans|Core matrisome,9606,Extracellular space,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,123
P21980,True,ECM Regulators|Matrisome-associated,9606,Extracellular matrix,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,123
O94985,True,,9606,Extracellular region,,Swiss-Prot,123
Q2L4Q9,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,123
P02741,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,123
Q9UKQ9,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,123
P06307,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,122
P32455,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,122
P48551,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,122
Q7L576,True,,9606,Extracellular region,,Swiss-Prot,122
Q99988,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,122
O00264,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,121
P81605,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,121
P12018,True,,9606,Extracellular region|Extracellular space,,Swiss-Prot,121
O00182,True,ECM-affiliated Proteins|Matrisome-associated,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,121
Q6UWY2,True,,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,121
O43278,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,121
P02652,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,121
Q9UBX7,True,,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,121
P09958,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,121
P49746,True,ECM Glycoproteins|Core matrisome,9606,Extracellular region,,Swiss-Prot,121
Q7RTY5,True,,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,121
Q6ZMR5,True,,9606,Extracellular region,,Swiss-Prot,121
Q8NBJ4,True,,9606,Extracellular space,,Swiss-Prot,120
P06312,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,120
P08962,True,,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,119
A1L453,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,119
Q9BT67,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,119
P15814,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,119
Q9NP99,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,118
P07359,True,,9606,Extracellular matrix|Extracellular space,,Swiss-Prot,118
P55083,True,ECM Glycoproteins|Core matrisome,9606,Extracellular region|Extracellular space,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,118
Q13449,True,,9606,Extracellular region,,Swiss-Prot,118
P13796,True,,9606,Extracellular space,,Swiss-Prot,118
Q9BS26,True,,9606,Extracellular region,,Swiss-Prot,117
P25116,True,,9606,Extracellular region,,Swiss-Prot,117
P60903,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,,Swiss-Prot,117
P35908,True,,9606,Extracellular space,,Swiss-Prot,117
Q92619,True,,9606,Extracellular region,,Swiss-Prot,117
P35527,True,,9606,Extracellular space,,Swiss-Prot,117
P02654,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,117
Q93038,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,117
Q9NZL4,True,,9606,Extracellular space,,Swiss-Prot,117
Q9Y281,True,,9606,Extracellular space,,Swiss-Prot,117
Q12904,True,,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,117
P13645,True,,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,117
Q9NRR2,True,,9606,Extracellular space,,Swiss-Prot,116
P10646,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,116
Q53GQ0,True,,9606,Extracellular matrix,,Swiss-Prot,116
O43184,True,ECM Regulators|Matrisome-associated,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,116
Q96QU1,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,116
Q7Z5A4,True,,9606,Extracellular space,,Swiss-Prot,116
P29508,True,ECM Regulators|Matrisome-associated,9606,Extracellular region|Extracellular space,,Swiss-Prot,115
Q96FE5,True,,9606,Extracellular matrix|Extracellular space,,Swiss-Prot,115
Q13162,True,,9606,Extracellular region,,Swiss-Prot,115
P80098,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,114
Q6MZW2,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,114
P49747,True,ECM Glycoproteins|Core matrisome,9606,Extracellular matrix|Extracellular region|Extracellular space,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,114
O00634,True,ECM Glycoproteins|Core matrisome,9606,Extracellular region,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,114
P08861,True,ECM Regulators|Matrisome-associated,9606,Extracellular space,,Swiss-Prot,114
Q9NWZ3,True,,9606,Extracellular space,,Swiss-Prot,114
P53396,True,,9606,Extracellular region,,Swiss-Prot,114
P13987,True,,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,113
P08833,True,ECM Glycoproteins|Core matrisome,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,113
O95995,True,,9606,Extracellular region,,Swiss-Prot,113
P59665,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,113
Q9P0K1,False,ECM Regulators|Matrisome-associated,9606,,,Swiss-Prot,113
Q03692,True,Collagens|Core matrisome,9606,Extracellular region|Extracellular space,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,113
P14222,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,113
Q14241,True,,9606,Extracellular space,,Swiss-Prot,113
Q9ULD4,True,,9606,Extracellular region,,Swiss-Prot,113
O95971,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,112
P07339,True,ECM Regulators|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,112
Q8IUN9,False,ECM-affiliated Proteins|Matrisome-associated,9606,,,Swiss-Prot,112
O95352,True,,9606,Extracellular region,,Swiss-Prot,112
Q99731,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,112
Q9UHP7,False,ECM-affiliated Proteins|Matrisome-associated,9606,,,Swiss-Prot,112
Q9P232,True,,9606,Extracellular region,,Swiss-Prot,111
Q8N2S1,True,ECM Glycoproteins|Core matrisome,9606,Extracellular matrix|Extracellular region|Extracellular space,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,111
Q8NBS9,True,,9606,Extracellular region,,Swiss-Prot,111
Q96PD4,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,111
P05090,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,111
P48594,True,ECM Regulators|Matrisome-associated,9606,Extracellular space,,Swiss-Prot,111
Q5K4E3,True,,9606,Extracellular region,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,110
Q8TCE9,False,ECM-affiliated Proteins|Matrisome-associated,9606,,,Swiss-Prot,110
Q96LT7,True,,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,110
O95711,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,110
Q9BYX7,True,,9606,Extracellular region,,Swiss-Prot,110
P80217,True,,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,110
Q8N475,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,110
Q9BRR9,True,,9606,Extracellular region,,Swiss-Prot,110
Q13753,True,ECM Glycoproteins|Core matrisome,9606,Extracellular region|Extracellular space,Basement membrane|Extracellular matrix|Extracellular space/secreted,Swiss-Prot,110
P03973,True,ECM Regulators|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,110
O75094,True,ECM Glycoproteins|Core matrisome,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,109
Q92838,True,Secreted Factors|Matrisome-associated,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,109
Q63HQ2,True,ECM Glycoproteins|Core matrisome,9606,Basement membrane,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,109
Q8NF86,True,,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,109
P09341,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,109
Q2TAL6,True,Secreted Factors|Matrisome-associated,9606,Basement membrane|Extracellular space,Basement membrane|Extracellular matrix|Extracellular space/secreted,Swiss-Prot,108
P98066,True,ECM Glycoproteins|Core matrisome,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,108
Q6PEW0,True,,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,108
Q7Z4N8,False,ECM Regulators|Matrisome-associated,9606,,,Swiss-Prot,108
P09525,False,ECM-affiliated Proteins|Matrisome-associated,9606,,,Swiss-Prot,108
Q96NZ8,True,Secreted Factors|Matrisome-associated,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,108
O15460,False,ECM Regulators|Matrisome-associated,9606,,,Swiss-Prot,107
Q13253,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,107
Q9UKR0,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,107
O00292,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,107
P01619,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,107
Q9UPV0,True,,9606,Extracellular space,,Swiss-Prot,107
Q9Y5I2,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,107
P01588,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,107
Q6UXN2,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,107
Q06643,True,Secreted Factors|Matrisome-associated,9606,Extracellular space,,Swiss-Prot,107
Q95460,True,,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,107
P12272,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,106
Q9Y5I3,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,106
Q9Y5U5,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,106
P07306,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,106
Q9UBD9,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,105
P04114,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,105
Q14563,True,ECM-affiliated Proteins|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,105
O43852,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,105
O75368,True,,9606,Extracellular space,,Swiss-Prot,105
O00626,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,105
P08174,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,105
P13725,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,105
Q9BZP6,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,104
Q9UGJ0,True,,9606,Extracellular space,,Swiss-Prot,104
P50895,True,,9606,Extracellular region,,Swiss-Prot,104
O75015,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,104
P55107,True,Secreted Factors|Matrisome-associated,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,104
P23946,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,104
Q00888,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,104
P07384,True,,9606,Extracellular region,,Swiss-Prot,104
P07360,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,104
P01583,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,104
P13232,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,104
P50897,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,104
Q6ZWK6,True,,9606,Extracellular region,,Swiss-Prot,103
P02462,True,Collagens|Core matrisome,9606,Basement membrane|Extracellular region|Extracellular space,Basement membrane|Extracellular matrix|Extracellular space/secreted,Swiss-Prot,103
P14174,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,103
P02792,True,,9606,Extracellular region,,Swiss-Prot,103
Q9H4F8,True,ECM Glycoproteins|Core matrisome,9606,Basement membrane|Extracellular space,Basement membrane|Extracellular matrix|Extracellular space/secreted,Swiss-Prot,103
P01236,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,102
P01861,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,102
Q92478,False,ECM-affiliated Proteins|Matrisome-associated,9606,,,Swiss-Prot,102
P19876,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,102
P43235,True,ECM Regulators|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,102
Q14574,True,,9606,Extracellular region,,Swiss-Prot,102
Q9UHF1,True,Secreted Factors|Matrisome-associated,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,102
P25940,True,Collagens|Core matrisome,9606,Extracellular region|Extracellular space,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,102
Q8IYP2,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,102
P08620,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,102
Q15485,True,ECM-affiliated Proteins|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,101
Q9NRA1,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,101
O95972,True,Secreted Factors|Matrisome-associated,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,101
O60234,True,,9606,Extracellular region,,Swiss-Prot,101
Q6UXB2,True,,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,101
Q9BZJ3,True,,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,100
P37802,True,,9606,Extracellular region,,Swiss-Prot,100
Q9UN73,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,100
P34130,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,100
Q15582,True,ECM Glycoproteins|Core matrisome,9606,Basement membrane|Extracellular matrix|Extracellular region|Extracellular space,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,100
Q9Y240,True,ECM-affiliated Proteins|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,100
Q9BZM4,True,,9606,Extracellular space,,Swiss-Prot,100
P23297,True,Secreted Factors|Matrisome-associated,9606,Extracellular region,,Swiss-Prot,100
P53634,True,ECM Regulators|Matrisome-associated,9606,Extracellular region|Extracellular space,,Swiss-Prot,100
Q96HF1,True,Secreted Factors|Matrisome-associated,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,99
Q9GZT9,False,ECM Regulators|Matrisome-associated,9606,,,Swiss-Prot,99
P04141,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,99
Q76I76,True,,9606,Extracellular space,,Swiss-Prot,99
Q5EBL8,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,99
O00294,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,99
O60293,True,,9606,Extracellular space,,Swiss-Prot,98
P0C0L5,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,98
Q6SPF0,True,,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,98
P05154,True,ECM Regulators|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,98
P07225,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,98
P08758,True,ECM-affiliated Proteins|Matrisome-associated,9606,Extracellular region,,Swiss-Prot,98
P02679,True,ECM Glycoproteins|Core matrisome,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,98
P29034,False,Secreted Factors|Matrisome-associated,9606,,,Swiss-Prot,98
Q15113,True,ECM Glycoproteins|Core matrisome,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,98
O15072,True,ECM Regulators|Matrisome-associated,9606,Extracellular matrix|Extracellular region|Extracellular space,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,97
P01011,True,ECM Regulators|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,97
P01571,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,97
P40199,True,,9606,Extracellular space,,Swiss-Prot,97
Q9UGM3,True,ECM Glycoproteins|Core matrisome,9606,Extracellular matrix|Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,97
P20809,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,97
O60565,True,ECM-affiliated Proteins|Matrisome-associated,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,97
Q9Y258,True,Secreted Factors|Matrisome-associated,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,96
P31431,False,ECM-affiliated Proteins|Matrisome-associated,9606,,Extracellular space/secreted,Swiss-Prot,96
Q9H5P4,True,,9606,Extracellular space,,Swiss-Prot,96
P06703,True,Secreted Factors|Matrisome-associated,9606,Extracellular region,,Swiss-Prot,96
Q5QGZ9,False,ECM-affiliated Proteins|Matrisome-associated,9606,,,Swiss-Prot,95
O43699,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,95
P55287,True,,9606,Extracellular region,,Swiss-Prot,95
Q9UNN8,True,,9606,Extracellular region|Extracellular space,,Swiss-Prot,95
P25311,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,95
P78380,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,95
O43157,True,ECM-affiliated Proteins|Matrisome-associated,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,95
P05120,True,ECM Regulators|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,95
Q8IUA0,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,94
O14625,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,94
Q9HCY8,True,Secreted Factors|Matrisome-associated,9606,Extracellular space,,Swiss-Prot,94
P12109,True,Collagens|Core matrisome,9606,Extracellular region,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,94
P11226,True,ECM-affiliated Proteins|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,94
P41159,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,93
Q93091,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,93
Q06141,True,ECM-affiliated Proteins|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,93
Q92820,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,93
O00602,True,ECM-affiliated Proteins|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,93
A8MTI9,True,,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,93
Q8NHW4,True,Secreted Factors|Matrisome-associated,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,92
P18669,True,,9606,Extracellular region,,Swiss-Prot,92
A5A3E0,True,,9606,Extracellular space,,Swiss-Prot,92
Q6UDR6,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,92
P30533,True,,9606,Extracellular region,,Swiss-Prot,92
Q9UBP4,True,,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,92
Q02297,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,92
P25067,True,Collagens|Core matrisome,9606,Basement membrane|Extracellular matrix|Extracellular region|Extracellular space,Basement membrane|Extracellular matrix|Extracellular space/secreted,Swiss-Prot,91
Q9Y493,True,,9606,Extracellular matrix|Extracellular space,,Swiss-Prot,91
P09543,True,,9606,Extracellular space,,Swiss-Prot,91
P41273,True,Secreted Factors|Matrisome-associated,9606,Extracellular space,,Swiss-Prot,91
Q13410,True,,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,91
Q86TW2,True,,9606,Extracellular region,,Swiss-Prot,91
O95197,True,,9606,Extracellular space,,Swiss-Prot,90
P36871,True,,9606,Extracellular region,,Swiss-Prot,90
P11464,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,90
Q99969,True,,9606,Extracellular matrix|Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,90
P01772,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,90
Q01523,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,90
Q9NPF7,True,Secreted Factors|Matrisome-associated,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,89
Q07092,True,Collagens|Core matrisome,9606,Extracellular region|Extracellular space,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,89
O95274,True,,9606,Extracellular region|Extracellular space,,Swiss-Prot,89
P55773,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,89
Q9UHI8,True,ECM Regulators|Matrisome-associated,9606,Basement membrane|Extracellular matrix|Extracellular region,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,89
P00451,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,89
O75493,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,89
P29016,True,,9606,Extracellular space,,Swiss-Prot,89
Q9BU40,True,Secreted Factors|Matrisome-associated,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,88
P22735,False,ECM Regulators|Matrisome-associated,9606,,,Swiss-Prot,88
Q8TD46,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,88
P48307,True,,9606,Extracellular matrix|Extracellular space,Extracellular space/secreted,Swiss-Prot,88
Q96NW7,True,,9606,Extracellular region,,Swiss-Prot,88
P31358,True,,9606,Extracellular region,,Swiss-Prot,88
Q9HB63,True,ECM Glycoproteins|Core matrisome,9606,Extracellular region,Basement membrane|Extracellular matrix|Extracellular space/secreted,Swiss-Prot,88
P20839,True,,9606,Extracellular region,,Swiss-Prot,88
O75443,True,ECM Glycoproteins|Core matrisome,9606,Extracellular matrix|Extracellular region,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,88
O60292,True,,9606,Extracellular space,,Swiss-Prot,87
Q9BQE5,True,,9606,Extracellular region,,Swiss-Prot,87
Q9UBX5,True,ECM Glycoproteins|Core matrisome,9606,Extracellular matrix|Extracellular region|Extracellular space,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,87
P05014,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,87
P12259,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,87
P47992,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,87
P51511,True,ECM Regulators|Matrisome-associated,9606,Extracellular matrix|Extracellular space,,Swiss-Prot,87
P12023,True,,10090,Extracellular space,Extracellular space/secreted,Swiss-Prot,87
P04080,True,ECM Regulators|Matrisome-associated,9606,Extracellular region|Extracellular space,,Swiss-Prot,87
P31997,True,,9606,Extracellular space,,Swiss-Prot,87
Q15389,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,87
P55082,True,ECM Glycoproteins|Core matrisome,9606,Extracellular region,,Swiss-Prot,87
P13674,False,ECM Regulators|Matrisome-associated,9606,,,Swiss-Prot,86
P05546,True,ECM Regulators|Matrisome-associated,9606,Extracellular region|Extracellular space,,Swiss-Prot,86
P27930,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,86
O00522,True,,9606,Extracellular space,,Swiss-Prot,86
P01222,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,86
Q9P218,True,Collagens|Core matrisome,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,86
P54577,True,,9606,Extracellular space,,Swiss-Prot,86
Q96SL4,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,86
Q08431,True,ECM Glycoproteins|Core matrisome,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,85
